user_id,article_1,article_2,article_3,article_4,article_5
240054,162655,160417,160974,300470,158082
240055,162655,300470,225463,160417,236171
240056,218028,202355,214753,158541,61594
240057,336220,277492,289090,70591,284096
240058,159275,58619,156713,156282,205869
240059,183176,283595,235854,236517,234267
240060,123289,124350,124352,124734,123564
240061,73413,73271,73287,162655,300470
240062,76268,74587,106807,76256,75961
240063,162655,160417,160974,158536,300470
240064,225010,65991,58580,157989,271262
240065,202381,202320,207603,277107,289003
240066,97459,96660,59681,96580,58333
240067,160417,160974,158536,300470,225055
240068,336254,277107,283009,157478,39894
240069,158536,160417,158082,160974,162300
240070,73506,159019,202320,39894,277107
240071,39894,277107,30389,283009,331116
240072,214709,124194,198817,236951,123289
240073,293514,199474,337143,97616,288528
240074,174883,162655,169167,172858,169138
240075,160417,158536,158082,160974,161858
240076,331116,157478,57966,289003,97530
240077,293114,284985,293050,158906,313996
240078,39894,277107,331116,283009,30389
240079,162655,160417,162300,158536,300470
240080,206571,277107,206415,205824,202320
240081,160974,160417,158536,199198,156560
240082,199197,20147,8934,313431,175162
240083,235105,283009,277107,284470,289007
240084,160417,160974,162655,158536,158082
240085,202388,202534,208360,354086,119534
240086,64409,234698,235870,300082,58565
240087,315105,235870,336223,271261,74569
240088,160417,158082,300470,162300,156808
240089,270799,235652,191895,235525,214283
240090,272143,199198,162655,166583,166585
240091,270799,235652,63307,59057,236553
240092,352979,283009,157478,289003,57966
240093,234269,235616,234698,289090,336220
240094,160417,160974,158536,158082,225055
240095,277154,277157,293434,276821,277182
240096,331116,162378,218028,209236,206120
240097,181585,119534,159938,128260,336220
240098,96210,157068,284583,58580,57616
240099,162655,160417,160974,162300,158536
240100,160974,162655,225463,225055,16129
240101,162655,236171,300470,225463,160417
240102,331116,157478,289003,277107,39894
240103,202320,50494,159019,73506,96877
240104,20691,336245,285377,271262,225010
240105,96210,58580,283764,202476,202416
240106,271262,283764,313920,236566,96210
240107,160417,160974,158536,225055,158082
240108,360563,362150,361041,361585,235105
240109,160417,160974,158536,158082,300470
240110,255330,255947,255397,254740,255936
240111,336221,234698,59681,42223,234269
240112,225010,65991,336245,271262,96210
240113,48403,31836,59057,119193,288320
240114,285642,285869,298823,225446,13564
240115,160974,162655,225463,16129,225055
240116,160417,160974,158536,158082,225055
240117,183176,202388,236904,159938,235300
240118,160417,160974,158536,225055,300470
240119,183176,202388,208360,206735,354086
240120,160974,160417,158536,158082,300470
240121,162655,300470,225055,225463,16129
240122,336254,157478,97530,331116,57966
240123,234698,235870,315105,95716,235616
240124,162655,160417,142241,142284,145342
240125,331116,30895,199474,293334,202355
240126,270607,158882,50504,96986,96210
240127,177579,315104,177342,176910,177657
240128,336254,218028,202355,289003,57966
240129,288320,59057,161506,31836,63307
240130,162655,160417,160974,158536,300470
240131,215613,199474,61594,315146,96141
240132,337143,159275,158882,50504,336934
240133,336245,233742,288440,96127,234390
240134,162655,160417,160974,300470,162765
240135,336245,20691,271262,284583,313920
240136,160417,160974,158536,300470,158082
240137,157478,331116,289003,166322,336254
240138,158772,277107,206415,206571,159195
240139,202381,206415,235105,277107,285908
240140,218028,336254,202355,289003,186369
240141,181873,183675,182628,181935,162655
240142,331116,157478,289003,57966,97530
240143,289126,161439,257291,283996,313602
240144,331116,289003,157478,39894,57966
240145,331116,277107,283009,157478,352979
240146,336254,277107,289003,218028,352979
240147,277107,283009,39894,202381,50494
240148,190202,111254,234698,195789,195084
240149,277107,352979,39894,283009,289003
240150,160974,162655,16129,225055,96812
240151,336254,157478,331116,97530,285849
240152,352979,277107,283009,157478,42285
240153,211723,336245,120010,96210,157375
240154,336254,331116,157478,337165,289003
240155,336220,284096,277492,289090,235854
240156,70429,50494,207758,218355,73506
240157,162655,162300,160417,300470,97488
240158,270607,245161,158882,50504,285377
240159,362558,361585,362229,361003,363139
240160,277491,336220,288435,337192,235854
240161,156964,289186,58565,235870,336221
240162,162655,160974,225055,16129,298310
240163,293301,257291,156654,285719,233717
240164,237580,236690,235468,271262,284583
240165,162655,158536,156560,160974,162765
240166,160974,160417,162655,158536,158082
240167,76431,202675,49204,208473,202684
240168,160974,160417,158536,300470,158082
240169,331116,157478,57966,289003,97530
240170,162655,158536,160974,298310,162300
240171,336245,183176,145692,159529,327984
240172,277492,289090,336220,128260,235854
240173,270473,265396,265357,272955,273566
240174,202416,96210,336245,107243,225010
240175,162655,160417,160974,162300,158536
240176,234698,156964,202299,300082,235870
240177,206785,202320,202381,336254,283009
240178,277107,283009,157478,289003,30389
240179,271262,65991,58580,336245,202416
240180,257291,202492,202493,293301,205901
240181,352979,331116,30389,158772,336254
240182,119193,59057,299871,31836,159190
240183,225124,157844,198144,331738,123909
240184,181668,183563,331116,336254,183562
240185,162655,300470,199198,225463,160974
240186,49012,47999,62445,162655,47696
240187,48111,48213,48074,48460,255007
240188,162605,285377,157798,285675,284773
240189,57748,271262,96210,336934,70215
240190,331116,218028,209236,202559,162378
240191,202388,202670,183176,202635,202372
240192,235854,156843,289090,284096,277492
240193,336254,218028,157478,87194,202355
240194,162655,162300,158536,158082,300470
240195,42708,42960,42770,277492,354086
240196,183176,97476,97614,97546,96269
240197,158082,160417,158536,300470,162300
240198,64409,234698,336221,300082,235870
240199,355161,237822,355162,355177,355155
240200,293062,336314,182256,95977,58891
240201,331116,352979,157478,289003,30389
240202,257291,159762,201885,293301,201797
240203,348112,336245,159529,348093,183176
240204,207758,285908,206415,202381,70429
240205,38625,58580,271262,236566,283764
240206,183176,277492,337192,288435,159938
240207,162655,160417,160974,300470,158082
240208,160417,160974,158536,158082,300470
240209,96210,236610,194289,285675,293513
240210,183176,233688,283505,215993,47854
240211,123289,123909,124748,124194,124177
240212,160974,160417,162655,158536,158082
240213,235430,236951,236444,206315,158915
240214,183176,181585,284339,159938,119534
240215,284422,283392,236444,158915,124177
240216,50494,166322,277107,31194,39894
240217,218028,214753,87215,162378,202559
240218,194573,195804,206168,195773,195821
240219,293301,257291,159762,285524,233717
240220,57523,362914,57416,57442,96558
240221,293513,285377,50504,95726,158882
240222,214576,59057,161506,288320,63307
240223,183176,354086,233688,348119,348131
240224,336245,20691,271262,16087,337441
240225,160417,158082,162765,162300,160715
240226,352979,283009,277107,157478,289003
240227,207848,234269,235616,208531,203199
240228,234698,157076,300082,336221,74569
240229,183176,336245,233688,215993,9308
240230,183176,336220,118391,277492,307779
240231,62464,211856,31520,233658,87126
240232,257291,65588,202289,293301,202493
240233,198199,31520,129434,348113,133160
240234,157507,336584,225446,205920,119342
240235,331116,157478,289003,97530,57966
240236,235870,234698,271261,315105,235616
240237,58580,271262,225010,313920,202416
240238,162655,160417,300470,162300,16129
240239,162655,300470,160417,162300,16129
240240,157478,331116,202355,207603,289003
240241,123909,146037,124228,161425,156625
240242,183176,354086,137278,224354,277492
240243,62567,62434,62463,111736,336223
240244,285908,207975,202320,206415,235105
240245,331116,202355,215613,214753,199372
240246,162655,160417,162300,300470,158536
240247,234698,336221,156964,95716,300082
240248,331116,160565,207603,206785,202355
240249,160974,96812,225463,300470,162655
240250,62464,63307,161801,181873,62608
240251,129434,198199,31520,348113,156355
240252,71601,336245,96210,69814,70649
240253,264771,87174,161506,161801,141004
240254,331116,209236,202355,199474,96141
240255,183176,336220,289090,354086,237618
240256,183176,336220,159938,277492,354086
240257,160417,162655,355866,156560,202383
240258,277107,352979,283009,289003,157478
240259,72068,72337,72635,72642,72336
240260,158536,162655,158082,156808,159034
240261,218028,57966,289003,202355,97530
240262,31836,161506,161801,59057,288320
240263,361041,362121,361772,360375,235105
240264,31836,161506,288320,161801,59057
240265,141230,141524,331116,140907,123376
240266,336254,157478,331116,207603,97530
240267,337143,293513,343256,199474,288500
240268,162655,160417,300470,162300,16129
240269,277107,158772,331116,156279,50644
240270,160417,162655,156560,272143,156447
240271,207603,202320,157478,336254,289003
240272,331116,157478,57966,289003,97530
240273,235854,336220,284602,337192,235616
240274,42609,42770,42223,42226,42681
240275,336221,64409,235616,315105,214631
240276,336254,277107,218028,289003,157478
240277,272143,156560,199198,158536,166581
240278,95716,336223,214474,119193,271261
240279,277713,331116,336254,157478,289003
240280,336254,87215,218028,277107,87213
240281,140524,183176,354086,235854,159938
240282,277107,39894,352979,289003,331116
240283,283009,202320,39894,277107,336254
240284,293301,289126,257291,233717,159762
240285,158536,162655,160417,156025,162300
240286,161506,161801,264771,270799,71035
240287,156843,284096,235854,277492,336220
240288,208562,233688,348112,183176,149706
240289,161506,63307,237612,31520,235525
240290,331116,218028,209236,214753,202559
240291,127123,336223,84122,95716,194902
240292,277107,36162,363916,158331,39894
240293,64409,352983,300082,156964,336221
240294,162655,160417,300470,162300,16129
240295,39894,277107,352979,157478,336254
240296,58580,236566,283764,236610,284773
240297,336254,218028,202355,157478,57966
240298,336245,20691,96127,337441,284583
240299,20691,96210,336245,96103,284583
240300,39894,352979,30389,283009,331116
240301,162655,300470,160417,162300,16129
240302,336254,331116,289003,97530,57966
240303,161801,270799,235652,63307,214283
240304,39894,277107,50405,159019,73506
240305,183176,354086,235854,289090,288435
240306,293513,270607,158882,96210,57748
240307,160417,160974,158536,158082,162765
240308,59225,58619,58043,57576,59382
240309,272143,156560,156624,156447,107039
240310,160417,160974,158536,225055,158082
240311,160974,160417,162655,158536,158082
240312,162655,300470,160974,16129,118753
240313,162655,300470,160974,225463,313504
240314,215928,264458,146037,173869,118783
240315,336254,331116,289003,97530,283791
240316,160974,162655,298310,225463,160417
240317,59057,288320,31836,63307,336223
240318,272143,162655,156560,275192,156624
240319,58619,159275,209245,202325,206768
240320,107229,107231,107034,160142,99180
240321,277491,284096,336220,235854,337192
240322,277713,331116,336254,157478,289003
240323,162655,300470,160417,162300,16129
240324,162655,254489,160974,199078,284312
240325,270799,63307,161506,235525,235652
240326,39894,352979,283009,331116,336254
240327,293050,272242,285461,124176,338340
240328,331116,300540,277107,300940,202355
240329,277492,119534,235854,288435,128260
240330,235616,32082,336221,352902,234698
240331,164537,168623,319403,164571,164402
240332,162655,300470,160417,16129,162300
240333,162655,160974,284312,300470,225055
240334,234269,42770,207963,203199,235616
240335,160974,162655,225463,298310,16129
240336,277107,283009,39894,336254,157478
240337,211442,50644,277107,156279,30760
240338,218028,202355,214753,315146,96141
240339,162655,160417,300470,162300,16129
240340,235616,234269,234698,289090,29953
240341,20691,336245,96586,96063,96127
240342,59057,133160,336223,303180,31836
240343,355867,355863,293432,48810,48644
240344,257291,198613,159762,198610,32750
240345,240233,284985,140528,293114,235689
240346,283009,277107,336254,331116,39894
240347,233717,276946,159762,257291,214800
240348,331116,160544,337879,158541,157815
240349,205824,70986,36162,50644,205958
240350,161506,161801,141004,62567,270799
240351,348112,285533,336245,348109,183176
240352,183176,235854,289090,234267,277491
240353,96812,162655,225463,160974,300470
240354,336254,277107,218028,289003,352979
240355,160974,160417,162655,158536,158082
240356,141004,161506,286415,63307,59057
240357,160417,160974,199198,158536,156560
240358,133160,59057,233595,336223,214206
240359,162655,160417,160974,162300,158536
240360,202355,331116,209236,289003,207603
240361,292673,293006,293336,293062,293110
240362,277107,336254,289003,206785,352979
240363,160417,160974,158536,158082,300470
240364,234698,235870,315105,271261,234269
240365,199198,162655,225055,160417,272143
240366,160417,160974,158536,225055,300470
240367,277107,39894,352979,289003,336254
240368,336221,234698,235870,336223,214631
240369,214474,95716,336221,157076,336223
240370,87144,85318,87207,87193,87188
240371,96210,271262,225010,284773,284583
240372,208150,183176,348112,202637,285533
240373,277492,235854,70591,283627,61721
240374,168623,124228,276970,156625,36394
240375,277492,284096,235854,337192,336220
240376,50644,205824,36162,209122,211442
240377,277107,156807,288827,362914,283009
240378,96210,194289,271262,284583,58580
240379,272143,156560,156624,175040,199198
240380,162655,160417,300470,162300,225463
240381,183176,289090,277492,235854,181585
240382,336221,235870,95716,156964,235616
240383,234698,156964,336221,235616,64409
240384,70429,39894,277107,202320,73506
240385,331116,160748,202355,157465,157815
240386,257291,157702,9142,32750,159762
240387,202388,202534,70591,208360,202372
240388,162655,160417,272143,160974,156560
240389,157478,331116,336254,57966,289003
240390,36161,31023,32459,31027,2303
240391,352979,277107,283009,289003,50494
240392,57748,336934,293513,166129,96210
240393,168623,293301,257291,156654,233717
240394,257291,289126,161439,285719,233717
240395,336221,336223,235616,234698,32729
240396,162655,160974,160417,158536,162300
240397,277492,336220,235854,284602,337192
240398,183176,233688,70591,111043,236904
240399,16087,65991,271262,119107,285377
240400,348093,183176,285533,233688,336245
240401,236610,271262,57757,194289,96210
240402,50644,156279,234481,277107,70986
240403,158906,124749,293114,160940,293050
240404,202355,336254,218028,277107,202320
240405,16765,13555,14627,14342,14519
240406,336221,300082,156964,235870,58565
240407,162655,160417,300470,162300,16129
240408,331116,157478,97530,289003,57966
240409,205973,283392,236951,124194,123289
240410,39894,277107,336254,352979,157478
240411,162655,300470,160417,162300,16129
240412,286420,286416,233717,257291,286417
240413,183176,277492,128260,119534,354086
240414,158536,160974,158082,162300,159034
240415,202381,331116,277107,206785,283009
240416,16129,162655,160974,225463,300470
240417,235616,32082,234698,336221,203199
240418,162655,160417,162300,300470,158536
240419,284096,336220,156843,289090,277492
240420,160974,160417,162655,158536,158082
240421,277107,39894,202381,289003,352979
240422,7861,70215,57748,10614,9395
240423,271262,58580,96210,313920,236610
240424,123289,124749,124176,124194,124734
240425,161425,156625,168623,25325,123909
240426,277107,283009,336254,39894,157478
240427,331116,277107,157774,39894,337669
240428,162655,307856,42422,300470,202383
240429,73271,73413,159019,331116,283009
240430,169151,336380,348113,158047,169144
240431,123909,276970,236207,237524,233420
240432,277067,96210,57616,20691,96244
240433,352979,39894,283009,30389,331116
240434,205824,277107,36162,235105,50644
240435,162655,160417,300470,162300,16129
240436,156807,277107,289003,336254,235105
240437,331116,331780,160748,199474,161872
240438,161506,63307,42808,42264,42242
240439,336254,277107,289003,218028,352979
240440,187035,42770,42960,336221,161517
240441,160974,162655,225463,16129,225055
240442,168623,156625,161425,124228,276970
240443,336220,288435,235854,277491,337192
240444,293301,202493,208539,214800,276946
240445,235105,277107,202320,70429,158331
240446,70591,206735,208360,202372,202534
240447,39894,283009,352979,157478,30389
240448,181585,111043,119534,128260,159938
240449,336221,235870,300082,214631,315105
240450,183562,183750,183713,157478,331116
240451,338340,123289,124350,293050,123564
240452,162655,199078,32486,300470,118753
240453,331116,215613,199474,157815,315146
240454,283009,352979,277107,331116,30389
240455,168623,276970,237524,95972,156625
240456,73413,73271,73287,162655,300470
240457,16129,160974,300470,162655,96812
240458,235616,29953,234698,336221,300082
240459,199198,198659,156560,324823,162655
240460,119193,48403,31836,225019,59057
240461,352979,39894,30389,283009,336254
240462,96210,336245,271262,16087,236610
240463,156964,336221,300082,235870,214631
240464,162655,160417,300470,162300,158536
240465,235525,235652,270799,63307,161506
240466,168623,70187,257291,70195,312245
240467,214206,236553,288320,31836,303180
240468,256139,254462,254391,256117,254482
240469,156560,162655,199198,198659,158536
240470,64409,336221,156964,234698,235870
240471,20691,336245,271262,225010,236610
240472,352979,283009,30389,331116,336254
240473,36162,211442,156279,209122,70986
240474,160974,160417,158536,158082,300470
240475,156964,336221,235870,300082,64409
240476,283009,352979,158772,30389,39894
240477,336254,57966,97530,331116,289003
240478,57748,70215,159943,159266,58619
240479,96210,336245,300234,20691,237580
240480,336254,157478,331116,97530,285849
240481,162655,300470,160417,16129,162300
240482,118548,274091,272218,162809,293114
240483,237524,168623,123909,276970,299152
240484,331116,343256,168564,218028,158541
240485,50644,70986,205958,234308,36162
240486,277492,336220,337192,235854,289090
240487,162655,300470,160417,158536,225463
240488,161506,214206,63307,59057,288320
240489,336221,64409,235870,156964,235616
240490,338340,224763,293062,272242,208473
240491,336221,336223,129591,315105,300082
240492,162655,160417,162300,300470,158536
240493,293050,336314,96480,124176,293062
240494,277107,39894,352979,289003,157478
240495,207758,285908,202320,206415,208587
240496,202388,336220,70591,235854,119534
240497,277107,283009,336254,39894,331116
240498,285377,284066,293513,284177,285675
240499,277107,283009,159019,331116,157478
240500,199474,208582,208981,209348,97616
240501,96210,58580,277067,283764,284583
240502,162655,160417,300470,162300,225463
240503,277107,50644,156279,36162,205824
240504,289186,270229,59057,299871,31836
240505,352979,39894,283009,331116,157478
240506,199197,284547,313431,206934,156560
240507,202355,158541,215613,214753,162378
240508,162655,160417,300470,162300,16129
240509,183176,235854,354086,119534,70591
240510,202388,202534,70591,208360,159938
240511,331116,39894,157478,277107,97530
240512,352979,39894,283009,331116,30389
240513,308686,307061,336245,50504,293513
240514,39894,283009,30389,331116,289003
240515,124598,135757,141612,277107,140932
240516,162655,160417,282981,282381,286114
240517,233717,297639,159762,160132,199197
240518,39894,352979,30389,283009,336254
240519,156117,255683,235105,162018,29872
240520,218028,202355,87213,87215,214753
240521,160974,160417,158536,158082,300470
240522,271551,313431,156560,235440,158192
240523,283009,70429,218355,73506,277107
240524,141004,161801,161506,235652,205866
240525,162655,199078,32486,300470,118753
240526,159275,293513,166129,70215,58619
240527,162655,199198,96812,14229,95743
240528,39894,277107,283009,202381,206785
240529,96210,65991,194289,225010,236610
240530,70646,272143,206934,235230,208322
240531,277107,360563,283009,361107,336254
240532,181585,284339,159938,111043,233887
240533,32082,29953,336221,95716,234269
240534,202355,336254,199262,336250,158541
240535,285908,207758,206415,202381,206785
240536,355163,355155,355169,355168,225010
240537,58619,57748,293513,202652,70215
240538,293301,257291,161439,156654,233717
240539,276970,123909,108855,203288,161425
240540,66146,168623,63772,63659,123909
240541,352979,283009,277107,331116,289003
240542,237822,160748,199474,160557,175423
240543,225010,271262,58580,202416,157798
240544,277107,283009,336254,157478,39894
240545,211442,36162,50644,156158,16346
240546,303565,159177,31520,336380,234987
240547,42960,161517,161191,42223,235616
240548,162655,160417,300470,162300,16129
240549,39894,277107,352979,202320,73506
240550,183562,183522,183713,182313,184383
240551,336221,95716,234698,336223,315105
240552,160417,160974,158536,225055,158082
240553,219473,162655,220247,160417,219652
240554,17167,15637,14291,14200,15568
240555,348112,183176,336245,233688,285533
240556,162655,300470,225055,225463,160974
240557,20691,336245,288440,337441,57616
240558,285908,277107,206415,70429,207975
240559,184133,361585,353415,277107,32196
240560,162655,160417,300470,162300,225463
240561,285908,207975,202381,206415,70429
240562,214658,214784,211821,159938,84942
240563,288435,336220,337192,289090,235854
240564,272387,271859,274168,273461,272955
240565,336254,336250,331116,289003,315104
240566,16129,162655,160974,225463,300470
240567,162655,160417,300470,162300,225463
240568,237385,156807,283009,336254,277107
240569,39894,283009,331116,336254,289003
240570,96210,159529,233688,288440,183176
240571,214800,257291,293301,297639,111210
240572,39894,352979,30389,331116,336254
240573,293050,182256,336314,124176,293062
240574,283009,30389,331116,336254,157478
240575,343256,97616,168564,237822,337879
240576,156964,64409,336221,236338,235870
240577,58580,96210,277067,283764,236566
240578,160974,160417,158536,158082,300470
240579,293514,337143,199474,237822,270607
240580,140686,159019,362914,217562,277107
240581,352979,39894,30389,336254,331116
240582,63307,161506,133160,161801,123909
240583,160974,162655,225463,16129,202557
240584,288320,59057,133160,214206,30611
240585,277107,39894,336254,157478,30389
240586,331116,157478,289003,182883,181715
240587,31520,336380,303565,159177,133160
240588,33152,162655,160417,100954,50864
240589,272143,160417,156560,160974,64329
240590,234269,289090,336220,235854,32082
240591,285908,159019,207975,206415,70429
240592,207758,235105,283009,284470,207975
240593,218028,336254,202355,157478,57966
240594,96141,199474,315146,215613,61594
240595,284096,336220,352901,289090,354086
240596,157078,203241,156622,156619,207994
240597,96210,336245,313920,57616,277067
240598,277107,206415,36162,50644,158772
240599,331116,157478,97530,285849,57966
240600,162655,300470,160417,162300,225463
240601,286161,199197,156619,285343,156560
240602,161506,31520,63307,214576,161801
240603,271262,96210,225010,313920,236610
240604,48403,119193,31836,59057,225019
240605,39894,283009,30389,331116,289003
240606,257291,14794,293301,233478,159762
240607,39894,277107,283009,30389,289003
240608,162655,160417,162300,300470,158536
240609,348101,348100,351993,351781,348081
240610,162248,159619,159645,157478,161512
240611,199474,331116,237822,293513,199372
240612,336254,289003,277107,283009,331116
240613,336380,158047,233658,129434,156355
240614,50494,76268,158772,363916,235105
240615,284312,284622,160417,162655,160974
240616,363916,73506,39894,353849,74665
240617,283009,39894,352979,336254,30389
240618,160417,160974,158536,158082,300470
240619,156279,36162,50644,224730,30760
240620,183176,354086,277492,128260,119534
240621,234268,235854,234267,234814,234607
240622,31520,59057,161506,129165,236553
240623,336245,156296,159266,161580,158882
240624,160974,225463,162655,16129,225055
240625,235230,284547,70646,313431,206168
240626,352979,277107,283009,331116,202320
240627,162655,300470,160417,162300,16129
240628,198659,156560,64329,199198,199197
240629,156560,272143,156619,199197,235230
240630,234698,336221,156964,235870,95716
240631,162655,300470,160417,162300,16129
240632,63307,87192,123818,214283,161801
240633,160417,160974,158536,158082,300470
240634,158536,160417,158082,300470,156560
240635,307779,277492,159938,336220,118391
240636,162655,160974,284312,300470,225055
240637,70519,70591,354086,69133,202388
240638,162655,162300,158082,159034,156808
240639,207603,202381,202355,289003,157478
240640,352979,277107,283009,331116,42285
240641,31520,128551,336380,133160,129165
240642,162655,199198,313504,272761,300470
240643,96210,20691,271262,183176,284583
240644,336254,157478,331116,97530,285849
240645,354086,336220,70591,235616,202388
240646,123909,168623,156625,124228,276970
240647,160417,199078,160974,158536,158082
240648,183176,289090,234269,336220,234267
240649,181585,128260,119534,111043,284339
240650,331116,277107,289003,157478,36162
240651,123614,283392,198817,124748,124734
240652,20691,336245,271262,285377,16087
240653,293513,158882,270607,96210,50504
240654,157478,142336,277107,283009,159019
240655,160974,162655,225463,16129,298310
240656,336245,96210,233688,284793,283192
240657,161425,168623,156625,123909,282964
240658,203199,235616,284913,207630,32082
240659,202557,202383,162655,300470,160417
240660,234308,36162,277107,158772,206415
240661,233717,257291,159762,161100,276946
240662,272242,202442,208473,107032,225124
240663,207758,285908,202320,57442,96877
240664,352979,39894,283009,30389,331116
240665,272172,270339,270677,271185,270680
240666,162655,160417,162300,300470,158536
240667,277492,235854,234267,337192,354086
240668,181585,119534,159938,289090,128260
240669,336220,183176,64409,119534,300082
240670,162655,158536,160974,162300,158082
240671,235105,277107,158772,331116,202320
240672,20691,48485,47769,271262,48813
240673,161506,214283,161801,141004,236541
240674,202381,207603,336254,289003,157478
240675,293301,257291,156654,233717,285719
240676,64409,300082,288321,236338,202458
240677,285533,348140,336245,348109,183176
240678,336221,119193,48403,95716,271261
240679,336245,20691,288440,337441,57616
240680,162655,300470,160417,162300,16129
240681,214297,235854,36399,277492,194410
240682,181585,119534,128260,111043,354086
240683,352979,39894,283009,331116,30389
240684,233717,159762,276946,293301,166377
240685,293513,288528,57748,156713,336934
240686,202355,202320,60248,70429,277107
240687,276970,36394,161425,156625,299152
240688,276970,123909,156625,124228,257291
240689,336220,277491,235616,234267,289186
240690,183176,70591,206735,208360,159938
240691,119193,48403,271261,270229,225019
240692,50494,277107,283009,39894,352979
240693,234269,289090,336220,48421,336221
240694,289003,157478,30389,57966,218028
240695,205824,209122,50644,36162,277107
240696,156964,336221,64409,300082,235870
240697,331116,157478,158541,283791,285849
240698,39894,277107,289003,352979,331116
240699,272143,162655,198659,182394,156560
240700,162655,160417,300470,162300,225463
240701,286161,199197,313431,156619,156560
240702,285642,336584,284876,206660,70576
240703,336245,96210,96103,32088,233742
240704,162655,307856,42422,300470,202383
240705,123757,123909,124194,123289,124177
240706,20691,336245,271262,236610,313920
240707,336223,119193,159190,225416,31836
240708,160974,96812,225463,300470,162655
240709,123757,123290,123818,123289,124177
240710,336220,277492,337192,235854,284602
240711,168623,156625,25325,233420,276970
240712,331116,218028,214753,161878,202355
240713,235616,336220,289090,59681,234267
240714,284547,199197,156560,313431,235230
240715,183176,289090,235854,234267,277492
240716,162655,160417,300470,162300,16129
240717,162655,300470,16129,160417,162300
240718,183176,284339,283900,285414,159938
240719,95743,96166,97564,96812,96663
240720,162655,300470,160417,16129,162300
240721,255683,277107,283009,255747,336254
240722,272218,313995,57740,293114,254740
240723,273616,272294,272312,272761,271981
240724,257573,133350,337241,270607,157043
240725,160974,162655,225463,298310,202557
240726,277107,30389,157478,352979,32196
240727,352979,39894,283009,30389,336254
240728,161506,141004,161801,214283,235652
240729,31520,87224,233658,129434,336380
240730,272143,199198,162655,182394,156560
240731,277107,362914,352979,177442,39894
240732,160974,162655,225463,16129,298310
240733,168623,257291,293301,157702,159762
240734,277107,39894,352979,157478,331116
240735,236951,124748,284422,236444,158915
240736,156843,336220,284096,70214,235854
240737,156355,338339,284985,293114,160940
240738,183176,159938,208360,202388,224354
240739,331116,289003,157478,277107,39894
240740,331116,289003,157478,283009,277107
240741,162655,199198,284312,160974,337082
240742,255354,237822,70217,199474,206763
240743,84344,84763,84836,83439,331116
240744,257291,159762,289126,161439,313602
240745,207603,289003,336254,202381,157478
240746,162655,129364,300470,160417,36605
240747,133160,129434,303565,234987,299841
240748,169158,173851,169105,169089,169146
240749,336220,277491,235616,277492,337192
240750,272143,199198,156560,158536,160417
240751,337143,293513,288500,156713,97616
240752,237773,237775,157478,237772,331116
240753,133160,59057,141004,161506,63307
240754,293050,338340,124194,123826,123289
240755,352979,39894,30389,331116,289003
240756,160974,160417,158536,158082,300470
240757,111043,183176,215993,283505,234006
240758,288320,59057,336223,133160,214206
240759,257291,289126,159762,313602,32750
240760,160974,225463,96812,162655,300470
240761,336221,235870,156964,300082,214631
240762,156843,235854,336220,289090,70591
240763,36162,277107,158772,206415,50644
240764,123826,123909,123289,124350,293050
240765,285342,284547,313431,338350,158192
240766,183176,284339,289090,234267,235854
240767,161506,63307,270799,191895,235652
240768,149695,96210,157375,66672,202476
240769,277107,39894,352979,289003,206785
240770,50494,363916,277107,156807,352979
240771,140824,124306,277107,336254,129158
240772,160974,162655,225463,16129,225055
240773,160974,96812,225463,162655,300470
240774,58580,271262,284583,75962,96210
240775,160974,96812,300470,162655,225055
240776,39894,352979,283009,30389,289003
240777,277107,352979,39894,283009,336254
240778,205824,50644,36162,205958,235105
240779,39894,277107,30389,331116,336254
240780,49012,47999,162655,62445,47696
240781,293513,30895,336934,288528,57748
240782,96210,96127,336245,233742,20691
240783,313431,286161,271551,129029,235230
240784,234698,95716,235616,315105,235870
240785,284583,96210,96244,332198,277067
240786,257291,233717,284452,159762,276946
240787,162655,160417,300470,162300,158536
240788,199474,215613,157815,315146,336250
240789,36162,211442,209122,30760,70986
240790,160974,160417,162655,158536,158082
240791,183176,166272,166518,354086,159938
240792,337192,336220,277492,235854,289090
240793,289090,234267,234269,277491,336221
240794,355163,355177,157375,355168,355215
240795,283009,277107,336254,39894,157478
240796,160974,160417,158536,162655,158082
240797,209122,205958,70986,50644,36162
240798,160974,160417,162655,158536,158082
240799,96210,285377,236610,65991,336245
240800,162655,225463,160974,300470,14229
240801,160974,96812,225463,162655,300470
240802,157478,166322,331116,289003,235920
240803,236648,289003,331116,237013,157478
240804,272143,313431,271551,156560,199197
240805,352979,39894,283009,331116,336254
240806,202381,277107,206785,39894,50494
240807,83572,83739,162655,83622,357632
240808,272143,199198,198659,182394,162655
240809,331737,128957,119192,118771,338340
240810,336245,183176,233688,96210,233742
240811,96210,157375,277067,236266,283764
240812,336254,277107,289003,218028,157478
240813,162655,160417,300470,162300,158536
240814,39894,277107,283009,30389,289003
240815,277107,39894,352979,331116,30389
240816,277107,235105,158772,331116,50494
240817,293513,337143,57748,245161,159275
240818,293513,158882,270607,96210,50504
240819,336220,277491,235616,336221,234267
240820,59057,270229,48403,225019,31836
240821,162655,160417,300470,162300,158536
240822,162655,160417,300470,162300,225463
240823,107049,129434,133160,336380,31520
240824,87213,87239,87215,87194,87560
240825,156807,235105,233988,192045,119189
240826,83646,83622,84916,82562,83739
240827,236610,96210,194289,157043,271262
240828,31520,303565,133160,63307,161801
240829,162655,160417,160974,162300,158536
